method,dataset,dim,peak_memory_mb,vec_size,ef_search,qps,n_cmp,recall@1,recall@10,recall@100,recall@1000
RabitQ,openai,1536,15097,1536,160,607.127,6511,0.9894,0.990861,0.97963,0.757935
RabitQ,openai,1536,15097,1536,170,579.045,6902,0.9899,0.991321,0.981391,0.771348
RabitQ,openai,1536,15097,1536,180,552.664,7295,0.991,0.991811,0.982933,0.783712
RabitQ,openai,1536,15097,1536,190,528.524,7687,0.9915,0.992141,0.984221,0.795046
RabitQ,openai,1536,15097,1536,200,511.691,8079,0.9917,0.99237,0.985329,0.805494
RabitQ,openai,1536,15196,1728,10,3333.33,708,0.8578,0.832233,0.551818,0.189215
RabitQ,openai,1536,15259,1728,20,2903.39,1086,0.9234,0.915211,0.716756,0.284355
RabitQ,openai,1536,15270,1728,30,2260.63,1463,0.9459,0.945165,0.805633,0.359009
RabitQ,openai,1536,15270,1728,40,1832.81,1845,0.957,0.960658,0.858924,0.420422
RabitQ,openai,1536,15276,1728,50,1559.73,2228,0.9664,0.970349,0.893264,0.472276
RabitQ,openai,1536,15276,1728,60,1346.22,2612,0.9712,0.975599,0.915759,0.51652
RabitQ,openai,1536,15276,1728,70,1200.74,2999,0.9756,0.9793,0.931393,0.55484
RabitQ,openai,1536,15276,1728,80,1087.32,3388,0.9789,0.982379,0.943372,0.58878
RabitQ,openai,1536,15277,1728,90,993.634,3776,0.9805,0.984379,0.95219,0.61853
RabitQ,openai,1536,15277,1728,100,914.278,4165,0.9826,0.98623,0.959107,0.64509
RabitQ,openai,1536,15277,1728,110,842.011,4556,0.9839,0.98752,0.964652,0.668952
RabitQ,openai,1536,15277,1728,120,776.776,4946,0.9852,0.98856,0.968912,0.690369
RabitQ,openai,1536,15278,1728,130,736.12,5336,0.9868,0.98954,0.972391,0.709662
RabitQ,openai,1536,15278,1728,140,677.067,5727,0.9879,0.99038,0.975299,0.727199
RabitQ,openai,1536,15278,1728,150,637.745,6119,0.9892,0.99097,0.977733,0.743238
RabitQ,openai,1536,15278,1728,160,618.709,6511,0.9899,0.99175,0.979985,0.757919
RabitQ,openai,1536,15279,1728,170,604.03,6902,0.9905,0.99217,0.981753,0.771317
RabitQ,openai,1536,15279,1728,180,573.186,7295,0.9916,0.99265,0.983346,0.783685
RabitQ,openai,1536,15279,1728,190,539.07,7687,0.9921,0.99301,0.984646,0.79504
RabitQ,openai,1536,15279,1728,200,520.401,8080,0.9923,0.99323,0.985784,0.80548
RabitQ,openai,3072,26923,1152,10,2070.04,708,0.8281,0.82218,0.549703,0.18809
RabitQ,openai,3072,26990,1152,20,1378.73,1084,0.8936,0.898799,0.714401,0.282218
RabitQ,openai,3072,27002,1152,30,1164.06,1462,0.9194,0.92659,0.80347,0.356105
RabitQ,openai,3072,27003,1152,40,958.952,1840,0.931,0.938842,0.855953,0.417079
RabitQ,openai,3072,27003,1152,50,818.659,2221,0.9379,0.946053,0.888348,0.46868
RabitQ,openai,3072,27003,1152,60,704.469,2603,0.9419,0.950415,0.909357,0.512987
RabitQ,openai,3072,27003,1152,70,638.004,2989,0.9469,0.954296,0.923822,0.551878
RabitQ,openai,3072,27004,1152,80,574.757,3376,0.9496,0.956726,0.933994,0.585985
RabitQ,openai,3072,27004,1152,90,520.678,3763,0.9514,0.958477,0.941165,0.616078
RabitQ,openai,3072,27004,1152,100,479.848,4151,0.9534,0.959887,0.946617,0.642917
RabitQ,openai,3072,27004,1152,110,453.822,4539,0.9552,0.960927,0.950657,0.666999
RabitQ,openai,3072,27004,1152,120,412.278,4928,0.9569,0.961977,0.954017,0.688609
RabitQ,openai,3072,27005,1152,130,387.624,5317,0.9584,0.962708,0.956562,0.708175
RabitQ,openai,3072,27005,1152,140,372.834,5706,0.9595,0.963518,0.958582,0.725817
RabitQ,openai,3072,27005,1152,150,350.556,6096,0.9614,0.964348,0.960424,0.742066
RabitQ,openai,3072,27005,1152,160,332.982,6485,0.9622,0.964738,0.961681,0.756799
RabitQ,openai,3072,27005,1152,170,317.588,6875,0.9629,0.965208,0.962907,0.770364
RabitQ,openai,3072,27005,1152,180,300.489,7265,0.9632,0.965478,0.963803,0.782928
RabitQ,openai,3072,27006,1152,190,285.268,7655,0.9639,0.965688,0.964605,0.794436
RabitQ,openai,3072,27006,1152,200,277.77,8046,0.9646,0.966058,0.965359,0.805109
RabitQ,openai,3072,27285,1536,10,2187.19,707,0.8394,0.826382,0.549482,0.187946
RabitQ,openai,3072,27353,1536,20,1487.92,1086,0.9041,0.90644,0.714934,0.282452
RabitQ,openai,3072,27364,1536,30,1159.68,1461,0.9314,0.935733,0.803587,0.356057
RabitQ,openai,3072,27365,1536,40,938.202,1840,0.9433,0.948684,0.857172,0.416936
RabitQ,openai,3072,27365,1536,50,816.68,2220,0.9498,0.956576,0.89073,0.468555
RabitQ,openai,3072,27365,1536,60,716.943,2603,0.9544,0.961357,0.913173,0.512995
RabitQ,openai,3072,27365,1536,70,632.698,2990,0.9594,0.965508,0.929069,0.551947
RabitQ,openai,3072,27365,1536,80,544.253,3377,0.9621,0.967988,0.940095,0.585993
RabitQ,openai,3072,27366,1536,90,496.759,3763,0.9638,0.969769,0.948248,0.616165
RabitQ,openai,3072,27366,1536,100,458.736,4150,0.9661,0.971219,0.954278,0.642926
RabitQ,openai,3072,27366,1536,110,423.952,4539,0.9676,0.972269,0.958933,0.666915
RabitQ,openai,3072,27366,1536,120,393.634,4928,0.9694,0.973209,0.96257,0.688587
RabitQ,openai,3072,27366,1536,130,417.458,5317,0.9707,0.9741,0.965656,0.708167
RabitQ,openai,3072,27367,1536,140,391.696,5706,0.9723,0.97521,0.968038,0.725894
RabitQ,openai,3072,27367,1536,150,332.575,6096,0.9739,0.9762,0.970023,0.742005
RabitQ,openai,3072,27367,1536,160,321.336,6486,0.9745,0.97667,0.971657,0.75684
RabitQ,openai,3072,27367,1536,170,304.795,6876,0.9752,0.97703,0.973011,0.770461
RabitQ,openai,3072,27367,1536,180,293.437,7266,0.9761,0.97754,0.974155,0.783015
RabitQ,openai,3072,27367,1536,190,283.492,7657,0.9765,0.97788,0.975103,0.794612
RabitQ,openai,3072,27368,1536,200,269.563,8048,0.9769,0.97821,0.97598,0.805256
RabitQ,openai,3072,27647,1920,10,2313.74,707,0.8445,0.829123,0.549378,0.187824
RabitQ,openai,3072,27716,1920,20,1506,1084,0.911,0.910902,0.714627,0.282163
RabitQ,openai,3072,27725,1920,30,1197.32,1462,0.9384,0.941624,0.804117,0.356188
RabitQ,openai,3072,27727,1920,40,969.664,1840,0.9499,0.954986,0.857705,0.416933
RabitQ,openai,3072,27728,1920,50,813.553,2220,0.957,0.963167,0.891745,0.468549
RabitQ,openai,3072,27728,1920,60,712.487,2603,0.9612,0.968078,0.914562,0.512971
RabitQ,openai,3072,27728,1920,70,623.05,2989,0.9667,0.972048,0.930817,0.551875
RabitQ,openai,3072,27728,1920,80,563.387,3376,0.9698,0.974908,0.942568,0.585932
RabitQ,openai,3072,27728,1920,90,517.274,3763,0.9717,0.977019,0.951246,0.61615
RabitQ,openai,3072,27728,1920,100,477.704,4149,0.9733,0.978159,0.957632,0.642839
RabitQ,openai,3072,27729,1920,110,439.552,4539,0.9755,0.979599,0.962813,0.667013
RabitQ,openai,3072,27729,1920,120,414.63,4928,0.9775,0.980749,0.966984,0.688664
RabitQ,openai,3072,27729,1920,130,397.468,5318,0.9792,0.9817,0.970213,0.708306
RabitQ,openai,3072,27729,1920,140,357.963,5706,0.9807,0.98261,0.972868,0.725939
RabitQ,openai,3072,27730,1920,150,338.157,6095,0.982,0.98355,0.975019,0.742044
RabitQ,openai,3072,27730,1920,160,324.218,6485,0.9826,0.98412,0.97683,0.756813
RabitQ,openai,3072,27730,1920,170,310.959,6875,0.9835,0.98466,0.978358,0.770476
RabitQ,openai,3072,27730,1920,180,294.717,7266,0.9841,0.98516,0.979641,0.783062
RabitQ,openai,3072,27730,1920,190,285.058,7656,0.9846,0.985441,0.98075,0.79461
RabitQ,openai,3072,27730,1920,200,281.214,8047,0.9852,0.985751,0.981743,0.805272
RabitQ,openai,3072,28372,2688,10,2190.07,708,0.8499,0.831685,0.54961,0.18801
RabitQ,openai,3072,28440,2688,20,1502.85,1085,0.9155,0.914624,0.714569,0.28224
RabitQ,openai,3072,28451,2688,30,1160.22,1461,0.9431,0.946016,0.803872,0.356112
RabitQ,openai,3072,28452,2688,40,954.23,1840,0.9553,0.959837,0.857563,0.416924
RabitQ,openai,3072,28453,2688,50,826.603,2221,0.9624,0.968848,0.892216,0.468666
RabitQ,openai,3072,28453,2688,60,703.298,2604,0.9669,0.973869,0.915281,0.513066
RabitQ,openai,3072,28453,2688,70,628.099,2989,0.972,0.977979,0.931752,0.551921
RabitQ,openai,3072,28453,2688,80,563.208,3375,0.9749,0.980809,0.943848,0.585999
RabitQ,openai,3072,28453,2688,90,509.796,3763,0.977,0.982989,0.95293,0.61622
RabitQ,openai,3072,28453,2688,100,473.031,4150,0.979,0.984319,0.95971,0.642954
RabitQ,openai,3072,28454,2688,110,438.859,4539,0.9807,0.985689,0.965087,0.667023
RabitQ,openai,3072,28454,2688,120,405.451,4928,0.9831,0.987109,0.969537,0.688691
RabitQ,openai,3072,28454,2688,130,378.085,5317,0.9849,0.98796,0.97295,0.708265
RabitQ,openai,3072,28454,2688,140,359.767,5706,0.9863,0.98887,0.975824,0.725949
RabitQ,openai,3072,28455,2688,150,339.5,6096,0.9876,0.98994,0.978271,0.742112
RabitQ,openai,3072,28455,2688,160,348.352,6486,0.9882,0.99055,0.980284,0.756868
RabitQ,openai,3072,28455,2688,170,304.867,6876,0.9889,0.9911,0.981935,0.770512
RabitQ,openai,3072,28455,2688,180,294.038,7266,0.9897,0.99165,0.983471,0.783116
RabitQ,openai,3072,28455,2688,190,281.554,7657,0.9904,0.99195,0.984686,0.794644
RabitQ,openai,3072,28455,2688,200,267.38,8047,0.9909,0.99228,0.985832,0.805274
RabitQ,openai,3072,28732,3072,10,2162.02,707,0.8505,0.831896,0.549449,0.187923
RabitQ,openai,3072,28798,3072,20,1494.09,1085,0.9168,0.915034,0.71449,0.282218
RabitQ,openai,3072,28814,3072,30,1144.82,1462,0.9449,0.946846,0.803931,0.356184
RabitQ,openai,3072,28815,3072,40,936.018,1839,0.9566,0.960687,0.857476,0.416866
RabitQ,openai,3072,28816,3072,50,800.105,2220,0.9638,0.969777,0.892121,0.468554
RabitQ,openai,3072,28816,3072,60,698.341,2604,0.9687,0.974988,0.915484,0.51312
RabitQ,openai,3072,28816,3072,70,620.659,2989,0.9737,0.978858,0.931835,0.55188
RabitQ,openai,3072,28816,3072,80,567.102,3376,0.9765,0.982028,0.944103,0.586022
RabitQ,openai,3072,28816,3072,90,519.707,3763,0.9787,0.984149,0.953208,0.616228
RabitQ,openai,3072,28816,3072,100,477.487,4150,0.9805,0.985409,0.959932,0.642912
RabitQ,openai,3072,28817,3072,110,447.634,4540,0.9823,0.986869,0.96539,0.66702
RabitQ,openai,3072,28817,3072,120,442.762,4928,0.9846,0.988119,0.969886,0.688687
RabitQ,openai,3072,28817,3072,130,388.488,5317,0.9864,0.989139,0.973382,0.708244
RabitQ,openai,3072,28817,3072,140,367.165,5706,0.9879,0.990109,0.976313,0.725972
RabitQ,openai,3072,28818,3072,150,337.798,6096,0.9891,0.99113,0.97878,0.742088
RabitQ,openai,3072,28818,3072,160,320.143,6486,0.9896,0.99173,0.98085,0.75685
RabitQ,openai,3072,28818,3072,170,297.196,6876,0.9904,0.99233,0.982527,0.770513
RabitQ,openai,3072,28818,3072,180,293.896,7266,0.9912,0.99295,0.984128,0.783106
RabitQ,openai,3072,28818,3072,190,277.397,7657,0.9918,0.9932,0.985368,0.794646
RabitQ,openai,3072,28818,3072,200,269.654,8047,0.9924,0.99354,0.986545,0.805284
RabitQ,openai,3072,29095,3456,10,2189.43,707,0.8507,0.831976,0.549338,0.187908
RabitQ,openai,3072,29162,3456,20,1521.07,1085,0.9174,0.915604,0.71449,0.282272
RabitQ,openai,3072,29176,3456,30,1180.23,1462,0.9452,0.947406,0.803919,0.356174
RabitQ,openai,3072,29178,3456,40,961.959,1840,0.9571,0.961257,0.857527,0.416907
RabitQ,openai,3072,29178,3456,50,830.374,2221,0.9642,0.970367,0.892251,0.468634
RabitQ,openai,3072,29178,3456,60,711.371,2604,0.969,0.975528,0.915417,0.513118
RabitQ,openai,3072,29179,3456,70,642.359,2989,0.9741,0.979558,0.931898,0.551918
RabitQ,openai,3072,29179,3456,80,582.402,3376,0.9767,0.982528,0.944091,0.586019
RabitQ,openai,3072,29179,3456,90,533.778,3764,0.9791,0.984789,0.953325,0.616271
RabitQ,openai,3072,29179,3456,100,509.271,4150,0.9808,0.986049,0.960045,0.642932
RabitQ,openai,3072,29179,3456,110,444.713,4540,0.9827,0.987519,0.965565,0.667025
RabitQ,openai,3072,29180,3456,120,415.254,4929,0.985,0.988829,0.970104,0.688715
RabitQ,openai,3072,29180,3456,130,387.33,5318,0.9868,0.98984,0.973634,0.708301
RabitQ,openai,3072,29180,3456,140,361.931,5707,0.9883,0.99078,0.976559,0.725981
RabitQ,openai,3072,29180,3456,150,342.003,6096,0.9895,0.9918,0.979045,0.742092
RabitQ,openai,3072,29180,3456,160,329.426,6486,0.9901,0.99247,0.981164,0.75686
RabitQ,openai,3072,29181,3456,170,316.525,6876,0.9908,0.993,0.982853,0.770518
RabitQ,openai,3072,29181,3456,180,303.727,7266,0.9916,0.99364,0.984487,0.783124
RabitQ,openai,3072,29181,3456,190,276.852,7657,0.9922,0.9939,0.985734,0.794646
RabitQ,openai,3072,29181,3456,200,271.826,8047,0.9928,0.99423,0.98691,0.805294
RabitQ,sift,128,2381,48,10,23733.4,604,0.7244,0.734062,0.504427,0.18408
RabitQ,sift,128,2447,48,20,21692.3,917,0.7842,0.813827,0.666953,0.278808
RabitQ,sift,128,2467,48,30,19566.4,1233,0.8024,0.840995,0.755973,0.355335
RabitQ,sift,128,2472,48,40,16160.7,1554,0.8101,0.852435,0.807125,0.420184
RabitQ,sift,128,2478,48,50,13384.8,1878,0.8146,0.858715,0.837379,0.475724
RabitQ,sift,128,2479,48,60,12027.7,2204,0.8165,0.862454,0.856507,0.523758
RabitQ,sift,128,2479,48,70,10673.7,2530,0.8178,0.864624,0.868751,0.565648
RabitQ,sift,128,2481,48,80,9958.38,2858,0.8189,0.866064,0.877123,0.602552
RabitQ,sift,128,2482,48,90,8854.06,3186,0.8196,0.866994,0.883143,0.635332
RabitQ,sift,128,2482,48,100,8232.42,3515,0.8197,0.867614,0.887349,0.664357
RabitQ,sift,128,2482,48,110,7722.34,3845,0.8203,0.867964,0.890569,0.690458
RabitQ,sift,128,2482,48,120,7215.5,4174,0.8206,0.868284,0.89311,0.713904
RabitQ,sift,128,2482,48,130,6671.43,4503,0.8208,0.868593,0.894996,0.734754
RabitQ,sift,128,2482,48,140,5757.09,4832,0.821,0.868733,0.89654,0.753493
RabitQ,sift,128,2482,48,150,5294.76,5161,0.8212,0.868913,0.89768,0.770205
RabitQ,sift,128,2482,48,160,5731.92,5491,0.8212,0.869074,0.898594,0.785139
RabitQ,sift,128,2482,48,170,5493.24,5820,0.8212,0.869193,0.899333,0.798606
RabitQ,sift,128,2482,48,180,5291.99,6149,0.8214,0.869283,0.899917,0.810516
RabitQ,sift,128,2482,48,190,5173.07,6478,0.8214,0.869354,0.90043,0.821213
RabitQ,sift,128,2484,48,200,4788.58,6808,0.8214,0.869394,0.900896,0.8308
RabitQ,sift,128,2401,64,10,30452.5,602,0.7802,0.75968,0.505921,0.184357
RabitQ,sift,128,2465,64,20,23697.6,915,0.848,0.854554,0.670627,0.279246
RabitQ,sift,128,2486,64,30,18895.1,1230,0.8723,0.888006,0.765407,0.355907
RabitQ,sift,128,2493,64,40,15757,1551,0.8815,0.903759,0.823895,0.420899
RabitQ,sift,128,2495,64,50,13594.2,1875,0.8869,0.912031,0.861503,0.476511
RabitQ,sift,128,2496,64,60,11418.4,2201,0.8896,0.917332,0.885565,0.524564
RabitQ,sift,128,2496,64,70,10649.3,2529,0.8918,0.920853,0.901791,0.566639
RabitQ,sift,128,2496,64,80,9744.31,2858,0.8941,0.922894,0.913106,0.603597
RabitQ,sift,128,2496,64,90,8796.74,3186,0.8943,0.924144,0.921108,0.636486
RabitQ,sift,128,2497,64,100,8104.74,3514,0.8955,0.925064,0.926715,0.665704
RabitQ,sift,128,2497,64,110,7429,3843,0.896,0.925644,0.930905,0.691872
RabitQ,sift,128,2497,64,120,7009.14,4172,0.8962,0.926135,0.934013,0.715335
RabitQ,sift,128,2497,64,130,6623.92,4501,0.8962,0.926455,0.936555,0.736584
RabitQ,sift,128,2497,64,140,6263.67,4831,0.8965,0.926735,0.938573,0.755746
RabitQ,sift,128,2497,64,150,5851.78,5160,0.8966,0.926975,0.940145,0.773265
RabitQ,sift,128,2498,64,160,5577.38,5489,0.8968,0.927175,0.941353,0.789101
RabitQ,sift,128,2498,64,170,4974.38,5819,0.8972,0.927396,0.942418,0.803602
RabitQ,sift,128,2499,64,180,5120.45,6148,0.8973,0.927506,0.943228,0.816709
RabitQ,sift,128,2499,64,190,4526.83,6478,0.8975,0.927626,0.943937,0.828709
RabitQ,sift,128,2499,64,200,3961.08,6806,0.8975,0.927736,0.944547,0.839581
RabitQ,sift,128,2411,80,10,21689.2,602,0.8102,0.77139,0.50696,0.184691
RabitQ,sift,128,2483,80,20,21615.2,915,0.8903,0.874901,0.671276,0.279384
RabitQ,sift,128,2503,80,30,18098.6,1230,0.9146,0.913716,0.767511,0.356234
RabitQ,sift,128,2508,80,40,15810.3,1551,0.9256,0.93198,0.828455,0.421183
RabitQ,sift,128,2510,80,50,13567.9,1876,0.9333,0.942021,0.869139,0.476951
RabitQ,sift,128,2511,80,60,12272.9,2201,0.9363,0.947914,0.896342,0.524862
RabitQ,sift,128,2511,80,70,10689.5,2529,0.9387,0.951795,0.915323,0.566918
RabitQ,sift,128,2512,80,80,7851.09,2857,0.9412,0.954346,0.92894,0.603967
RabitQ,sift,128,2512,80,90,8499.27,3186,0.9421,0.955756,0.938596,0.636801
RabitQ,sift,128,2512,80,100,8518.68,3514,0.9425,0.957017,0.94557,0.665948
RabitQ,sift,128,2512,80,110,6108.16,3843,0.9429,0.957897,0.950746,0.69206
RabitQ,sift,128,2512,80,120,5699.24,4172,0.9431,0.958498,0.954831,0.715581
RabitQ,sift,128,2512,80,130,5296.58,4501,0.943,0.958868,0.958085,0.736938
RabitQ,sift,128,2512,80,140,4712.6,4830,0.9434,0.959258,0.960513,0.756118
RabitQ,sift,128,2513,80,150,4863.54,5160,0.9436,0.959638,0.962486,0.773538
RabitQ,sift,128,2513,80,160,4159.7,5489,0.944,0.959929,0.964073,0.789384
RabitQ,sift,128,2513,80,170,5451.96,5818,0.9442,0.960209,0.965418,0.803919
RabitQ,sift,128,2513,80,180,5175.05,6147,0.9444,0.960329,0.966444,0.817267
RabitQ,sift,128,2513,80,190,4545.45,6477,0.9445,0.960529,0.967314,0.82944
RabitQ,sift,128,2513,80,200,4854.63,6806,0.9445,0.960589,0.96809,0.840574
RabitQ,sift,128,2445,112,10,23145.2,602,0.8373,0.776183,0.506531,0.184428
RabitQ,sift,128,2514,112,20,16615.7,915,0.9229,0.887267,0.671462,0.279475
RabitQ,sift,128,2533,112,30,17891.9,1230,0.949,0.930451,0.767743,0.356269
RabitQ,sift,128,2538,112,40,14453.6,1551,0.9615,0.952245,0.829379,0.421231
RabitQ,sift,128,2541,112,50,11993.2,1876,0.9693,0.964477,0.871031,0.476887
RabitQ,sift,128,2542,112,60,11101,2202,0.973,0.971958,0.900187,0.525073
RabitQ,sift,128,2542,112,70,10762.6,2529,0.9757,0.976919,0.920823,0.567062
RabitQ,sift,128,2542,112,80,9431.68,2858,0.9778,0.98014,0.936253,0.604117
RabitQ,sift,128,2543,112,90,8717.51,3185,0.9792,0.98226,0.947569,0.636805
RabitQ,sift,128,2543,112,100,8444.41,3514,0.9794,0.98376,0.956192,0.665949
RabitQ,sift,128,2543,112,110,6733.35,3843,0.98,0.984801,0.962651,0.69219
RabitQ,sift,128,2543,112,120,6010.09,4172,0.9806,0.985541,0.967778,0.715732
RabitQ,sift,128,2543,112,130,6449.28,4501,0.981,0.986141,0.971936,0.737019
RabitQ,sift,128,2543,112,140,6098.07,4830,0.9812,0.986601,0.975149,0.756285
RabitQ,sift,128,2543,112,150,5797.26,5160,0.9815,0.986941,0.977738,0.773682
RabitQ,sift,128,2544,112,160,5516.95,5489,0.9817,0.987281,0.979845,0.789549
RabitQ,sift,128,2544,112,170,5299.02,5818,0.9818,0.987591,0.981626,0.804015
RabitQ,sift,128,2544,112,180,5041.5,6147,0.982,0.987891,0.983044,0.817365
RabitQ,sift,128,2545,112,190,4977.85,6477,0.9822,0.988141,0.98426,0.829563
RabitQ,sift,128,2545,112,200,4770.4,6807,0.9822,0.988351,0.985331,0.840746
RabitQ,sift,128,2459,128,10,30233.1,601,0.8406,0.776424,0.506156,0.184243
RabitQ,sift,128,2525,128,20,19740.9,915,0.9271,0.889507,0.67147,0.279446
RabitQ,sift,128,2546,128,30,17447.3,1230,0.9543,0.933842,0.767599,0.356221
RabitQ,sift,128,2553,128,40,14848.5,1551,0.9669,0.955806,0.82939,0.421202
RabitQ,sift,128,2555,128,50,10327.9,1875,0.9746,0.968367,0.871132,0.47684
RabitQ,sift,128,2557,128,60,9454.3,2201,0.9781,0.976079,0.900214,0.524912
RabitQ,sift,128,2557,128,70,9701.36,2528,0.9814,0.98132,0.921121,0.56702
RabitQ,sift,128,2558,128,80,9174.96,2857,0.9834,0.9847,0.936806,0.604096
RabitQ,sift,128,2558,128,90,8736.25,3185,0.9844,0.98677,0.948327,0.636805
RabitQ,sift,128,2558,128,100,7765.68,3513,0.985,0.98851,0.957134,0.665945
RabitQ,sift,128,2558,128,110,7364.49,3843,0.9855,0.98958,0.963853,0.692218
RabitQ,sift,128,2558,128,120,6417.34,4172,0.986,0.99047,0.969155,0.715706
RabitQ,sift,128,2558,128,130,6490.21,4501,0.9866,0.99115,0.973491,0.737022
RabitQ,sift,128,2558,128,140,6154.21,4830,0.9869,0.991701,0.977002,0.756309
RabitQ,sift,128,2559,128,150,5735.71,5160,0.9872,0.992031,0.97968,0.773701
RabitQ,sift,128,2559,128,160,5342.58,5489,0.9873,0.992371,0.981932,0.789562
RabitQ,sift,128,2559,128,170,5080.27,5818,0.9875,0.992801,0.983803,0.804019
RabitQ,sift,128,2560,128,180,4969.58,6147,0.9877,0.993081,0.985335,0.81737
RabitQ,sift,128,2560,128,190,4548.76,6477,0.9878,0.993341,0.986662,0.829543
RabitQ,sift,128,2560,128,200,4201.49,6807,0.988,0.993571,0.987835,0.840735
RabitQ,sift,128,2474,144,10,29216,601,0.8416,0.776934,0.50619,0.184269
RabitQ,sift,128,2543,144,20,19561.4,914,0.9291,0.890328,0.671489,0.2794
RabitQ,sift,128,2562,144,30,16542.3,1230,0.957,0.935112,0.767811,0.356269
RabitQ,sift,128,2568,144,40,15646.5,1551,0.9695,0.957266,0.829403,0.421188
RabitQ,sift,128,2571,144,50,13152.2,1875,0.9771,0.970068,0.871174,0.476829
RabitQ,sift,128,2572,144,60,12509.8,2201,0.9809,0.978059,0.900333,0.524938
RabitQ,sift,128,2573,144,70,10369.8,2528,0.9843,0.983469,0.921221,0.567008
RabitQ,sift,128,2573,144,80,9359.19,2857,0.9863,0.98683,0.936982,0.604091
RabitQ,sift,128,2573,144,90,8830.25,3185,0.9873,0.989009,0.948624,0.636831
RabitQ,sift,128,2573,144,100,7902.13,3513,0.9878,0.99077,0.957553,0.665935
RabitQ,sift,128,2573,144,110,7060.75,3843,0.9884,0.99184,0.964272,0.692197
RabitQ,sift,128,2573,144,120,6853.32,4172,0.989,0.992671,0.969742,0.715722
RabitQ,sift,128,2573,144,130,6736.21,4501,0.9893,0.99342,0.974136,0.736981
RabitQ,sift,128,2573,144,140,6063.75,4830,0.9896,0.994011,0.977635,0.756267
RabitQ,sift,128,2574,144,150,5580.45,5159,0.9899,0.994361,0.98042,0.773696
RabitQ,sift,128,2574,144,160,5479.96,5489,0.99,0.994721,0.982777,0.789554
RabitQ,sift,128,2575,144,170,5081.8,5818,0.9902,0.995121,0.984755,0.804034
RabitQ,sift,128,2575,144,180,5178.74,6148,0.9904,0.995401,0.986346,0.817386
RabitQ,sift,128,2575,144,190,5047.23,6477,0.9905,0.995641,0.987734,0.829512
RabitQ,sift,128,2575,144,200,4790.5,6806,0.9907,0.995871,0.988959,0.840738
RabitQ,gist,960,8535,360,10,4865.78,701,0.516,0.4901,0.31873,0.136545
RabitQ,gist,960,8537,360,20,3563.54,1065,0.627,0.6179,0.44697,0.209088
RabitQ,gist,960,8538,360,30,3299.41,1414,0.689,0.6893,0.53398,0.267106
RabitQ,gist,960,8538,360,40,2773.04,1749,0.745,0.736301,0.59803,0.315346
RabitQ,gist,960,8538,360,50,2558.41,2088,0.767,0.767001,0.64909,0.35889
RabitQ,gist,960,8538,360,60,2222.51,2416,0.782,0.787901,0.68522,0.396235
RabitQ,gist,960,8538,360,70,1569.67,2752,0.8,0.804501,0.71659,0.430257
RabitQ,gist,960,8538,360,80,1356.52,3097,0.807,0.820101,0.74323,0.462083
RabitQ,gist,960,8538,360,90,1351.58,3432,0.814,0.830401,0.764199,0.490251
RabitQ,gist,960,8538,360,100,1127.5,3772,0.821,0.839401,0.78179,0.515861
RabitQ,gist,960,8538,360,110,1125.27,4105,0.819,0.845401,0.79676,0.539362
RabitQ,gist,960,8538,360,120,958.122,4436,0.826,0.852102,0.8096,0.560568
RabitQ,gist,960,8538,360,130,1008.79,4768,0.827,0.856202,0.82019,0.580226
RabitQ,gist,960,8538,360,140,948.086,5105,0.835,0.861502,0.83011,0.598781
RabitQ,gist,960,8539,360,150,892.996,5434,0.842,0.865402,0.83809,0.615582
RabitQ,gist,960,8539,360,160,828.952,5766,0.846,0.868502,0.84577,0.63124
RabitQ,gist,960,8539,360,170,818.419,6099,0.852,0.871702,0.852121,0.646501
RabitQ,gist,960,8539,360,180,778.9,6428,0.851,0.873702,0.85728,0.660132
RabitQ,gist,960,8539,360,190,732.909,6760,0.854,0.876502,0.86276,0.673173
RabitQ,gist,960,8539,360,200,690.063,7090,0.856,0.878302,0.86711,0.685162
